412000.0,2541000.0,A
412010.0,2541000.0,A
412020.0,2541000.0,A
412030.0,2541000.0,A
412040.0,2541000.0,A
412050.0,2541000.0,A
412060.0,2541000.0,A
412070.0,2541000.0,A
412080.0,2541000.0,A
412090.0,2541000.0,A
412100.0,2541000.0,A
412110.0,2541000.0,A
412120.0,2541000.0,A
412130.0,2541000.0,A
412140.0,2541000.0,A
412150.0,2541000.0,A
412160.0,2541000.0,A
412170.0,2541000.0,A
412180.0,2541000.0,A
412190.0,2541000.0,A
412200.0,2541000.0,A
412210.0,2541000.0,A
412220.0,2541000.0,A
412230.0,2541000.0,A
412240.0,2541000.0,A
412250.0,2541000.0,A
412260.0,2541000.0,A
412270.0,2541000.0,A
412280.0,2541000.0,A
412290.0,2541000.0,A
412300.0,2541000.0,A
412310.0,2541000.0,A
412320.0,2541000.0,A
412330.0,2541000.0,A
412340.0,2541000.0,A
412350.0,2541000.0,A
412360.0,2541000.0,A
412370.0,2541000.0,A
412380.0,2541000.0,A
412390.0,2541000.0,A
412400.0,2541000.0,A
412410.0,2541000.0,A
412420.0,2541000.0,A
412430.0,2541000.0,A
412440.0,2541000.0,A
412450.0,2541000.0,A
412460.0,2541000.0,A
412470.0,2541000.0,A
412480.0,2541000.0,A
412490.0,2541000.0,A
412500.0,2541000.0,A
412510.0,2541000.0,A
412520.0,2541000.0,A
412530.0,2541000.0,A
412540.0,2541000.0,A
412550.0,2541000.0,A
412560.0,2541000.0,A
412570.0,2541000.0,A
412580.0,2541000.0,A
412590.0,2541000.0,A
412600.0,2541000.0,A
412610.0,2541000.0,A
412620.0,2541000.0,A
412630.0,2541000.0,A
412640.0,2541000.0,A
412650.0,2541000.0,A
412660.0,2541000.0,A
412670.0,2541000.0,A
412680.0,2541000.0,A
412690.0,2541000.0,A
412700.0,2541000.0,A
412710.0,2541000.0,A
412720.0,2541000.0,A
412730.0,2541000.0,A
412740.0,2541000.0,A
412750.0,2541000.0,A
412760.0,2541000.0,A
412770.0,2541000.0,A
412780.0,2541000.0,B
412790.0,2541000.0,B
412800.0,2541000.0,B
412810.0,2541000.0,B
412820.0,2541000.0,B
412830.0,2541000.0,B
412840.0,2541000.0,B
412850.0,2541000.0,B
412860.0,2541000.0,B
412870.0,2541000.0,B
412880.0,2541000.0,B
412890.0,2541000.0,B
412900.0,2541000.0,B
412910.0,2541000.0,B
412920.0,2541000.0,B
412930.0,2541000.0,B
412940.0,2541000.0,B
412950.0,2541000.0,B
412960.0,2541000.0,B
412970.0,2541000.0,B
412980.0,2541000.0,B
412990.0,2541000.0,B
413000.0,2541000.0,B
413010.0,2541000.0,B
413020.0,2541000.0,B
413030.0,2541000.0,B
413040.0,2541000.0,B
413050.0,2541000.0,B
413060.0,2541000.0,B
413070.0,2541000.0,B
413080.0,2541000.0,B
413090.0,2541000.0,B
413100.0,2541000.0,B
413110.0,2541000.0,B
413120.0,2541000.0,B
