0.0,23.2021134667,113.303834472
0.0,23.2017487808,113.303631727
0.0,23.2017366246,113.342102727
0.0,23.2017668221,113.342106137
0.0,23.2019595477,113.342081042
0.0,23.2021782241,113.341952613
0.0,23.2023334462,113.341697133
0.0,23.2024405294,113.341580217
0.0,23.2025480577,113.341566526
0.0,23.2027370215,113.341613902
0.0,23.2029080222,113.341733839
0.0,23.203150215,113.341890759
0.0,23.2035231675,113.342249059
0.0,23.2040309112,113.342808728
0.0,23.2044014706,113.343081403
0.0,23.2047775499,113.343217904
0.0,23.2055252319,113.343394317
0.0,23.2060679809,113.343584907
0.0,23.2063585824,113.343669128
0.0,23.2066983247,113.34385412
0.0,23.2068222225,113.343875474
0.0,23.2069500125,113.343852893
0.0,23.2071445449,113.343775085
0.0,23.2072985295,113.343710655
0.0,23.2074617475,113.343681664
0.0,23.2077803377,113.343722272
0.0,23.2081108358,113.343705554
0.0,23.2083364344,113.343672001
0.0,23.2085585741,113.343612627
0.0,23.2088133664,113.343570696
0.0,23.2090634985,113.343459203
0.0,23.2091556898,113.343429579
0.0,23.2093948231,113.343447397
0.0,23.2097369144,113.343438608
0.0,23.2100151889,113.343373183
0.0,23.210381133,113.343297836
0.0,23.2106882497,113.343315316
0.0,23.2110198621,113.343420469
0.0,23.2113516795,113.34357546
0.0,23.2117801166,113.343760819
0.0,23.2120131543,113.343892554
0.0,23.2122573778,113.344078817
0.0,23.2126776508,113.344408964
0.0,23.2128402032,113.34447225
0.0,23.2130135412,113.34449038
0.0,23.2131186054,113.344440038
0.0,23.2132342079,113.344287605
0.0,23.2134064757,113.344049479
0.0,23.2135331713,113.343927855
0.0,23.2136952894,113.343884345
0.0,23.2138926151,113.343869143
0.0,23.2143861369,113.343880968
0.0,23.2146011405,113.343898909
0.0,23.2147108758,113.343917357
0.0,23.2148580202,113.343966465
0.0,23.2152995459,113.344132787
0.0,23.2158264722,113.344267845
0.0,23.2164187819,113.344302913
0.0,23.2167212761,113.344263472
0.0,23.216907487,113.344212734
0.0,23.2171153851,113.344104932
0.0,23.2174958999,113.343839673
0.0,23.2176358857,113.343751196
0.0,23.2178046354,113.343719519
0.0,23.2179538473,113.343737784
0.0,23.2183974046,113.343866125
0.0,23.2186517895,113.34386013
0.0,23.2187612883,113.343821632
0.0,23.2190105984,113.343649562
0.0,23.219172515,113.343560972
0.0,23.2193170594,113.343510436
0.0,23.2194792495,113.343485913
0.0,23.2196832957,113.343503894
0.0,23.2198631521,113.343507761
0.0,23.220152598,113.343494477
0.0,23.2204837805,113.343499978
0.0,23.2207382401,113.343510604
0.0,23.220920378,113.343533447
0.0,23.2213664183,113.343732968
0.0,23.2215532345,113.343826976
0.0,23.2217047397,113.343868949
0.0,23.2220119157,113.343900669
0.0,23.222354097,113.343910861
0.0,23.2225098541,113.343921972
0.0,23.2226789672,113.343978104
0.0,23.2229934277,113.344178271
0.0,23.2232837037,113.344364321
0.0,23.2234880683,113.344458244
0.0,23.2238656622,113.344548954
0.0,23.224179843,113.344680312
0.0,23.224371136,113.344798032
0.0,23.2245935339,113.345010526
0.0,23.2248202691,113.345211124
0.0,23.2249302095,113.34527941
0.0,23.2250399223,113.345290742
